id,division,district,highest_dispo_charge,last_event_result,number,highest_charge,highest_charge_mod,complaint_year,next_pending_event,offense_date,sentencing,final_disposition,unit,event_of_final_dispo,drug,drug_patient,drug_res,full,incar,incar_county,incar_life,incar_prison,incr_local,prob,prob_formal,prob_sum,prog,prog_child,prog_dv,work,work_furl,work_pub,work_vol
725,Narcotics,South County,VC10851(a),Sentencing Hearing  - State Prison,CS237980,VC10851(a),,2010,,00:00.0,State Prison: 16 Months,Pled Guilty Felony,JUDGE,Preliminary Exam Readiness,,,,,486,,,486,,,,,,,,,,,
74,Superior Court,Central,VC20001(a),Sentencing Hearing  - State Prison,CD232531,VC20001(a),,2011,,00:00.0,State Prison: 16 Months,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,486,,,486,,,,,,,,,,,
260,East County Branch,East County,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CE317562,VC23153(a),alcohol,2012,,00:00.0,State Prison: 16 Months,Pled Guilty Felony,East County Branch,Preliminary Exam Readiness,,,,,486,,,486,,,,,,,,,,,
642,North County Branch,North County,VC23153(b),Restitution Status Review Hearing - Continued,CN324609,VC23152(a),,2013,Restitution Status Review Hearing,00:00.0,State Prison: 16 Months,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,486,,,486,,,,,,,,,,,
141,Superior Court,Central,"VC23153(a), alcohol",Probation Modification Hearing - Granted,CD245933,VC23153(a),alcohol,2013,,00:00.0,State Prison: 16 Months - Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,851,,,486,,1825,1825,,,,,,,,
84,Superior Court,Central,"VC23153(a), drugs",Sentencing Hearing  - State Prison,CD234894,VC23153(a),drugs,2011,,00:00.0,State Prison: 16 Months - SB618,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,486,,,486,,,,,,,,,,,
330,North County Branch,North County,PC191.5(a),Sentencing Hearing  - State Prison,CN261429,PC191.5(a),,2009,,00:00.0,State Prison: 17 Years: 8 Months,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,6448,,,6448,,,,,,,,,,,
588,North County Branch,North County,PC187(a) - PC664,Sentencing Hearing  - State Prison,CN315462,PC187(a) - PC664,,2013,,00:00.0,State Prison: 18 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,6570,,,6570,,,,,,,,,,,
6,Superior Court,Central,PC211,Sentencing Hearing  - State Prison,CD219388,PC211,,2009,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
29,Superior Court,Central,VC2800.2(a),Sentencing Hearing  - State Prison,CD223420,VC2800.2(a),,2009,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
305,North County Branch,North County,"VC23153(a), alcohol",Restitution Hearing  - Restitution Set,CN256102,VC23153(b),,2009,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,730,,,730,,,,,,,,,,,
699,South Bay Branch,South County,PC273a(a),Restitution Hearing  - Restitution Set,CS231339,PC273a(a),,2009,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
48,Superior Court,Central,"PC245(a)(1), deadly w",Sentencing Hearing  - State Prison,CD227322,VC20001(a),,2010,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,730,,,730,,,,,,,,,,,
53,Superior Court,Central,"VC23153(a), drugs",Sentencing Hearing  - State Prison,CD228399,VC23153(a),drugs,2010,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
64,Gang Prosecution,Central,VC20001(a),Sentencing Hearing  - State Prison,CD230688,PC245(a)(1),deadly w,2010,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,Gang Prosecution,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
400,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CN273644,VC23153(a),alcohol,2010,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,730,,,730,,,,,,,,,,,
430,North County Branch,North County,VC20001(a),Sentencing Hearing  - State Prison,CN279876,VC20001(a),,2010,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
451,North County Branch,North County,"VC23153(a), alcohol",Restitution Hearing  - Continued,CN285310,VC23153(a),alcohol,2010,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,730,,,730,,,,,,,,,,,
727,South Bay Branch,South County,PC273a(a),Restitution Hearing  - Restitution Set,CS238157,PC273a(a),,2010,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Felony Readiness Conference,,,,,730,,,730,,,,,,,,,,,
728,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CS239113,VC23153(a),alcohol,2010,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
258,East County Branch,East County,VC20001(a),Sentencing Hearing  - State Prison,CE315881,VC23153(a),alcohol,2011,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,East County Branch,Felony Readiness Conference,,,,,730,,,730,,,,,,,,,,,
466,North County Branch,North County,VC20001(a),Sentencing Hearing  - State Prison,CN287830,VC20001(a),,2011,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
484,Narcotics,North County,HS11351,Sentencing Hearing  - State Prison,CN290860,HS11352(a),transport,2011,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,JUDGE,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
750,South Bay Branch,South County,VC23153(b),Sentencing Hearing  - State Prison,CS248335,VC23153(a),alcohol,2011,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
757,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CS251220,VC23153(a),alcohol,2011,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
108,Family Protection,Central,PC273a(a),Sentencing Hearing  - State Prison,CD239662,PC273a(a),,2012,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,Family Protection - Child Abuse,Felony Readiness Conference,,,,,730,,,730,,,,,,,,,,,
129,Superior Court,Central,VC20001(a),Sentencing Hearing  - State Prison,CD243049,VC20001(a),,2012,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,730,,,730,,,,,,,,,,,
554,North County Branch,North County,VC20001(b)(2),Sentencing Hearing  - State Prison,CN307676,VC20001(b)(2),,2012,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,730,,,730,,,,,,,,,,,
558,North County Branch,North County,VC20001(a),Sentencing Hearing  - State Prison,CN308262,VC20001(a),,2012,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
770,South Bay Branch,South County,VC23153(b),Sentencing Hearing  - State Prison,CS256805,VC23153(a),alcohol,2012,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
150,Superior Court,Central,"PC245(a)(1), deadly w",Sentencing Hearing  - State Prison,CD248153,PC245(a)(1),deadly w,2013,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
177,Superior Court,Central,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CD251185,VC20001(a),,2013,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
786,South Bay Branch,South County,VC20001(b)(2),Sentencing Hearing  - State Prison,CS261849,VC20001(b)(2),,2013,,00:00.0,State Prison: 2 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,730,,,730,,,,,,,,,,,
632,Family Protection,North County,PC273a(a),Restitution Status Review Hearing - Restitution Set,CN323109,PC273.5(a),,2013,,00:00.0,State Prison: 2 Years - Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,Domestic Violence,Preliminary Exam,,,,,1095,,,730,,1825,1825,,,,,,,,
56,Superior Court,Central,VC10851(a),Further Proceedings - Action Taken,CD229132,VC10851(a),,2010,,00:00.0,State Prison: 2 Years - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,730,,,730,,1095,1095,,,,,,,,
731,South Bay Branch,South County,VC20001(a),Further Proceedings - Action Taken,CS240364,VC20001(a),,2010,,00:00.0,State Prison: 2 Years - Probation Formal: 5 Years - Work Furlough: 180 Days,Pled Guilty Felony,South Bay Branch,Felony Readiness Conference,,,,,730,,,730,,1825,1825,,,,,180,180,,
461,North County Branch,North County,VC2800.2(a),Sentencing Hearing  - State Prison,CN286693,VC23153(a),alcohol,2011,,00:00.0,State Prison: 2 Years: 4 Months,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,852,,,852,,,,,,,,,,,
796,South Bay Branch,South County,VC23153(b),Sentencing Hearing  - State Prison,CS266462,VC23153(a),alcohol,2013,,00:00.0,State Prison: 2 Years: 4 Months,Pled Guilty Felony,South Bay Branch,Felony Readiness Conference,,,,,852,,,852,,,,,,,,,,,
347,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CN264363,VC23153(a),alcohol,2009,,00:00.0,State Prison: 2 Years: 8 Months,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,973,,,973,,,,,,,,,,,
507,North County Branch,North County,VC23152(b),Sentencing Hearing  - State Prison,CN295370,VC23153(a),alcohol,2011,,00:00.0,State Prison: 2 Years: 8 Months,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,973,,,973,,,,,,,,,,,
563,North County Branch,North County,VC2800.2(a),Sentencing Hearing  - State Prison,CN308561,VC2800.2(a),,2012,,00:00.0,State Prison: 2 Years: 8 Months,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,973,,,973,,,,,,,,,,,
764,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CS254779,VC23153(a),alcohol,2012,,00:00.0,State Prison: 2 Years: 8 Months,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,973,,,973,,,,,,,,,,,
615,North County Branch,North County,VC2800.2(a),Restitution Status Review Hearing - Continued,CN319801,VC2800.2(a),,2013,,00:00.0,State Prison: 2 Years: 8 Months,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,973,,,973,,,,,,,,,,,
66,Superior Court,Central,VC23152(a),Probation Modification Hearing - Granted,CD231317,VC23153(a),alcohol,2010,,00:00.0,State Prison: 2 Years: 8 Months - Probation Formal: 5 Years - Work Furlough: 300 Days,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,973,,,973,,1825,1825,,,,,300,300,,
515,North County Branch,North County,PC191.5(a),Felony Appeal by the Defense - Remittitur Issued (see note),CN297637,PC191.5(a),,2011,,00:00.0,State Prison: 22 Years,Pled Guilty Felony,North County Branch,Further Proceedings,,,,,8030,,,8030,,,,,,,,,,,
720,Narcotics,South County,VC20001(a),"Evidentiary Hearing (Probation) - FTA, Bench Warrant",CS236372,PC245(a)(1),deadly w,2010,,00:00.0,State Prison: 28 Months,Pled Guilty Felony,JUDGE,Preliminary Exam Readiness,,,,,851,,,851,,,,,,,,,,,
20,Superior Court,Central,"PC245(a)(1), deadly w",Sentencing Hearing  - State Prison,CD222101,PC245(a)(1),deadly w,2009,,00:00.0,State Prison: 3 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,1095,,,1095,,,,,,,,,,,
695,South Bay Branch,South County,VC23153(b),Sentencing Hearing  - State Prison,CS230431,VC23153(a),alcohol,2009,,00:00.0,State Prison: 3 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,1095,,,1095,,,,,,,,,,,
111,Superior Court,Central,VC23152(a),Restitution Hearing  - Restitution Set,CD239876,VC23152(a),,2012,,00:00.0,State Prison: 3 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,1095,,,1095,,,,,,,,,,,
123,Insurance Fraud,Central,PC215(a),Sentencing Hearing  - State Prison,CD242100,PC215(a),,2012,,00:00.0,State Prison: 3 Years,Pled Guilty Felony,RATT,Preliminary Exam Readiness,,,,,1095,,,1095,,,,,,,,,,,
569,North County Branch,North County,VC10851(a),Sentencing Hearing  - State Prison,CN310841,VC10851(a),,2012,,00:00.0,State Prison: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,1095,,,1095,,,,,,,,,,,
575,North County Branch,North County,VC10851(a),Sentencing Hearing  - State Prison,CN312584,VC10851(a),,2012,,00:00.0,State Prison: 3 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,1095,,,1095,,,,,,,,,,,
578,North County Branch,North County,VC20001(b)(2),Sentencing Hearing  - State Prison,CN313058,VC20001(b)(2),,2012,,00:00.0,State Prison: 3 Years,Pled Guilty Felony,North County Branch,Felony Jury Trial,,,,,1095,,,1095,,,,,,,,,,,
139,Family Protection,Central,PC273a(a),Sentencing Hearing  - State Prison,CD245367,PC273a(a),,2013,,00:00.0,State Prison: 3 Years,Pled Guilty Felony,Family Protection - Child Abuse,Felony Readiness Conference,,,,,1095,,,1095,,,,,,,,,,,
166,Superior Court,Central,VC21651(b),Sentencing Hearing  - State Prison,CD250079,VC20001(a),,2013,,00:00.0,State Prison: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,1095,,,1095,,,,,,,,,,,
178,Superior Court,Central,VC20001(a),Sentencing Hearing  - State Prison,CD251246,VC10851(a),,2013,,00:00.0,State Prison: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,1095,,,1095,,,,,,,,,,,
189,Superior Court,Central,VC20001(a),Sentencing Hearing  - State Prison,CD252743,VC20001(a),,2013,,00:00.0,State Prison: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam,,,,,1095,,,1095,,,,,,,,,,,
287,East County Branch,East County,VC20001(b)(2),Sentencing Hearing  - State Prison,CE332679,VC20001(b)(2),,2013,,00:00.0,State Prison: 3 Years,Pled Guilty Felony,East County Branch,Preliminary Exam Readiness,,,,,1095,,,1095,,,,,,,,,,,
290,East County Branch,East County,VC2800.4,Restitution Status Review Hearing - Continued,CE334476,PC215(a),,2013,Restitution Status Review Hearing,00:00.0,State Prison: 3 Years,Pled Guilty Felony,East County Branch,Preliminary Exam,,,,,1095,,,1095,,,,,,,,,,,
618,North County Branch,North County,PC245(c),Sentencing Hearing  - State Prison,CN320565,PC245(c),,2013,,00:00.0,State Prison: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,1095,,,1095,,,,,,,,,,,
798,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CS269181,VC23153(a),alcohol,2013,,00:00.0,State Prison: 3 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,1095,,,1095,,,,,,,,,,,
198,Superior Court,Central,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CD254524,VC23153(a),alcohol,2014,,00:00.0,State Prison: 3 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,1095,,,1095,,,,,,,,,,,
626,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Formal,CN321982,VC23153(a),alcohol,2013,,00:00.0,State Prison: 3 Years - Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,1460,,,1095,,1825,1825,,,,,,,,
278,East County Branch,East County,"VC23153(a), alcohol",Probation Modification Hearing - Denied,CE324609,VC23153(a),alcohol,2012,,00:00.0,State Prison: 3 Years - Local Custody: 90 Days - Probation Formal: 5 Years,Pled Guilty Felony,East County Branch,Felony Readiness Conference,,,,,1185,,,1095,,1825,1825,,,,,,,,
709,South Bay Branch,South County,"VC23153(a), drugs",Restitution Hearing  - Continued,CS233112,VC23153(a),drugs,2009,,00:00.0,State Prison: 3 Years - Probation Formal: 5 Years - Residential Drug Treatment: 180 Days,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam,180,,180,,1095,,,1095,,1825,1825,,,,,,,,
102,Superior Court,Central,VC2800.2(a),Sentencing Hearing  - State Prison,CD238390,VC2800.3(a),,2012,,00:00.0,State Prison: 3 Years: 4 Months,Pled Guilty Felony,Superior Court,Felony Jury Trial,,,,,1217,,,1217,,,,,,,,,,,
236,East County Branch,East County,VC2800.2,Sentencing after Revocation - State Prison,CE304919,VC2800.3(a),,2010,,00:00.0,State Prison: 3 Years: 4 Months - Local Custody: 365 Days - Probation Formal: 3 Years,Pled Guilty Felony,East County Branch,Preliminary Exam,,,,,1582,,,1217,,1095,1095,,,,,,,,
794,Narcotics,South County,PC211,Sentencing Hearing  - State Prison,CS264911,PC211,,2013,,00:00.0,State Prison: 3 Years: 8 Months,Pled Guilty Felony,JUDGE,Preliminary Exam Readiness,,,,,1338,,,1338,,,,,,,,,,,
711,South Bay Branch,South County,"VC23153(a), alcohol",Further Proceedings - Action Taken,CS233661,VC23153(a),alcohol,2009,,00:00.0,State Prison: 3 Years: 8 Months - Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Felony Readiness Conference,,,,,1703,,,1338,,1825,1825,,,,,,,,
641,North County Branch,North County,"VC23153(a), drugs",Sentencing after Revocation - State Prison,CN324392,VC23153(a),drugs,2013,,00:00.0,State Prison: 3 Years: 8 Months - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,1338,,,1338,,1825,1825,,,,,,,,
226,East County Branch,East County,VC10851(a),Sentencing Hearing  - State Prison,CE297219,PC459,,2010,,00:00.0,State Prison: 3 Years: 8 Months - SB618,Pled Guilty Felony,East County Branch,Preliminary Exam Readiness,,,,,1338,,,1338,,,,,,,,,,,
100,Superior Court,Central,VC20001(a),Restitution Status Review Hearing - Restitution Set,CD237818,VC20001(a),,2011,,00:00.0,State Prison: 32 Months,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,973,,,973,,,,,,,,,,,
138,Superior Court,Central,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CD245184,VC23153(a),alcohol,2012,,00:00.0,State Prison: 32 Months,Pled Guilty Felony,Superior Court,Felony Jury Trial,,,,,973,,,973,,,,,,,,,,,
547,North County Branch,North County,VC20001(a),Restitution Status Review Hearing - Restitution Set,CN306707,VC20001(a),,2012,,00:00.0,State Prison: 32 Months,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,973,,,973,,,,,,,,,,,
552,North County Branch,North County,VC23153(b),Sentencing Hearing  - State Prison,CN306958,VC23153(a),alcohol,2012,,00:00.0,State Prison: 32 Months,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,973,,,973,,,,,,,,,,,
175,Superior Court,Central,VC23153(b),Sentencing Hearing  - State Prison,CD251049,VC23153(a),alcohol,2013,,00:00.0,State Prison: 32 Months,Pled Guilty Felony,Superior Court,Felony Jury Trial,,,,,973,,,973,,,,,,,,,,,
585,North County Branch,North County,VC23153(b),Restitution Status Review Hearing - Restitution Set,CN315211,VC23153(a),alcohol,2013,,00:00.0,State Prison: 32 Months,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,973,,,973,,,,,,,,,,,
611,North County Branch,North County,PC211 - PC664,Sentencing Hearing  - State Prison,CN319259,PC211,,2013,,00:00.0,State Prison: 32 Months,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,973,,,973,,,,,,,,,,,
16,Superior Court,Central,VC2800.2(a),Sentencing Hearing  - State Prison,CD221820,VC2800.2(a),,2009,,00:00.0,State Prison: 4 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,1460,,,1460,,,,,,,,,,,
34,Superior Court,Central,PC191.5(a),Sentencing Hearing  - State Prison,CD224444,PC191.5(a),,2009,,00:00.0,State Prison: 4 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,1460,,,1460,,,,,,,,,,,
335,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CN262792,VC20001(a),,2009,,00:00.0,State Prison: 4 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,1460,,,1460,,,,,,,,,,,
715,South Bay Branch,South County,"PC245(a)(1), deadly w",Restitution Hearing  - Restitution Set,CS234706,PC245(a)(1),deadly w,2009,,00:00.0,State Prison: 4 Years,Pled Guilty Felony,South Bay Branch,Felony Readiness Conference,,,,,1460,,,1460,,,,,,,,,,,
39,Superior Court,Central,VC20001(a),Restitution Hearing  - Restitution Set,CD225837,VC20001(a),,2010,,00:00.0,State Prison: 4 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,1460,,,1460,,,,,,,,,,,
511,North County Branch,North County,VC20001(a),Sentencing Hearing  - State Prison,CN296022,PC484 & 490.5,,2011,,00:00.0,State Prison: 4 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,1460,,,1460,,,,,,,,,,,
122,Superior Court,Central,VC2800.2(a),Restitution Hearing  - Continued,CD241719,VC2800.2(a),,2012,,00:00.0,State Prison: 4 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,1460,,,1460,,,,,,,,,,,
276,East County Branch,East County,"PC245(a)(1), deadly w",Restitution Status Review Hearing - Restitution Set,CE324461,PC245(a)(1),deadly w,2012,,00:00.0,State Prison: 4 Years,Pled Guilty Felony,East County Branch,Preliminary Exam Readiness,,,,,1460,,,1460,,,,,,,,,,,
526,North County Branch,North County,VC20001(b)(2),Sentencing Hearing  - State Prison,CN301220,VC20001(b)(2),,2012,,00:00.0,State Prison: 4 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,1460,,,1460,,,,,,,,,,,
165,Superior Court,Central,VC2800.2(a),Sentencing Hearing  - State Prison,CD249954,VC2800.2(a),,2013,,00:00.0,State Prison: 4 Years,Pled Guilty Felony,Superior Court,Felony Jury Trial,,,,,1460,,,1460,,,,,,,,,,,
688,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CS226114,VC23153(a),alcohol,2009,,00:00.0,State Prison: 4 Years - Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,1825,,,1460,,1825,1825,,,,,,,,
266,East County Branch,East County,VC23153(b),Probation Modification Hearing - Granted,CE319444,VC20001(a),,2012,,00:00.0,State Prison: 4 Years - Local Custody: 365 Days - Probation Formal: 5 Years,Pled Guilty Felony,East County Branch,Felony Readiness Conference,,,,,1825,,,1460,,1825,1825,,,,,,,,
788,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CS262751,VC23153(a),alcohol,2013,,00:00.0,State Prison: 4 Years - Probation Formal: 5 Years - Work Furlough: 365 Days,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,1460,,,1460,,1825,1825,,,,,365,365,,
217,East County Branch,East County,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CE292627,VC23153(a),alcohol,2009,,00:00.0,State Prison: 4 Years: 4 Months,Pled Guilty Felony,East County Branch,Felony Readiness Conference,,,,,1582,,,1582,,,,,,,,,,,
707,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CS232856,VC23153(a),alcohol,2009,,00:00.0,State Prison: 4 Years: 4 Months,Pled Guilty Felony,South Bay Branch - OTS Grant,Felony Jury Trial,,,,,1582,,,1582,,,,,,,,,,,
60,Insurance Fraud,Central,VC10851(a),Further Proceedings - Action Taken,CD230155,VC10851(a),,2010,,00:00.0,State Prison: 4 Years: 4 Months,Pled Guilty Felony,URBAN Auto Fraud,Preliminary Exam Readiness,,,,,1582,,,1582,,,,,,,,,,,
90,Superior Court,Central,VC23153(b),Sentencing Hearing  - State Prison,CD235755,VC23153(a),alcohol,2011,,00:00.0,State Prison: 4 Years: 4 Months,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,1582,,,1582,,,,,,,,,,,
272,East County Branch,East County,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CE322280,VC23153(a),alcohol,2012,,00:00.0,State Prison: 4 Years: 4 Months,Pled Guilty Felony,East County Branch,Felony Readiness Conference,,,,,1582,,,1582,,,,,,,,,,,
637,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CN323689,VC23153(a),alcohol,2013,,00:00.0,State Prison: 4 Years: 4 Months,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,1582,,,1582,,,,,,,,,,,
97,Superior Court,Central,"VC23153(a), alcohol",Sentencing after Revocation - State Prison,CD237318,VC23153(a),alcohol,2011,,00:00.0,State Prison: 4 Years: 4 Months - Probation Formal: 5 Years - Work Furlough: 365 Days,Pled Guilty Felony,Superior Court,Felony Jury Trial,,,,,1582,,,1582,,1825,1825,,,,,365,365,,
781,South Bay Branch,South County,VC10851(a),Sentencing Hearing  - State Prison,CS261089,VC10851(a),,2012,,00:00.0,State Prison: 4 Years: 8 Months,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,1703,,,1703,,,,,,,,,,,
608,North County Branch,North County,VC2800.2(a),Sentencing Hearing  - State Prison,CN318731,VC2800.2(a),,2013,,00:00.0,State Prison: 4 Years: 8 Months,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,1703,,,1703,,,,,,,,,,,
360,North County Branch,North County,VC2800.2(a),Restitution Status Review Hearing - Restitution Set,CN266818,VC10851(a),,2009,,00:00.0,State Prison: 44 Months,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,1338,,,1338,,,,,,,,,,,
364,North County Branch,North County,VC10851(a),Sentencing Hearing  - State Prison,CN267971,VC10851(a),,2009,,00:00.0,State Prison: 5 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,1825,,,1825,,,,,,,,,,,
700,South Bay Branch,South County,"VC23153(a), combine",Sentencing Hearing  - State Prison,CS231423,VC23153(a),combine,2009,,00:00.0,State Prison: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,,,,,1825,,,1825,,,,,,,,,,,
414,North County Branch,North County,VC2800.2(a),Sentencing Hearing  - State Prison,CN276601,VC2800.2(a),,2010,,00:00.0,State Prison: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,1825,,,1825,,,,,,,,,,,
732,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - State Prison,CS240594,VC23153(a),alcohol,2010,,00:00.0,State Prison: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Felony Readiness Conference,,,,,1825,,,1825,,,,,,,,,,,
